employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
360,1,1997,26,Married,5, reSeArch sCIenTIst ,,Yes,8,Part Time,1,,,1,1,2,"3,0",1,7,Medical,2,"23660,00$","1971,67$",244.11111111111111,14,3,2,3,1,"3,0",1,"8,0"
361,0,1979,44,,9, resEarch sCiEnTISt ,,No,8,,1,,Yes,1,0,0,"3,0",7,1,,2,,"2342,59$",290.03550973654063,13,2,3,1,4,"3,0",1,"8,0"
362,1,1982,41,Divorced,2, LaboRATory tEchNICIAn , Research & Development ,Yes,7,,True,,Yes,1,1,1,"3,0",1,0,Life Sciences,4,,"2342,59$",290.03550973654063,13,2,1,4,3,"2,0",4,
363,0,1992,31,,7, saleS rePResENTatIVe ,,No,7,Part Time,0,travel_rarely,,1,0,2,,5,2,,4,"23290,00$","1940,83$",240.2936507936508,15,2,2,3,2,"4,0",3,
364,0,1997,26,,-28, SAlEs exECUtIVe , Sales ,No,7,Part Time,Yes,travel_frequently,,2,0,2,"3,0",0,7,Medical,3,"42940,00$",,443.031746031746,12,28,2,1,2,"3,0",1,
365,1,1992,31,,12, HeAlThCArE REpreSENTaTive ,,No,9,Part Time,False,,,2,2,2,"3,0",8,5,Medical,3,"53914,11$",,556.2566609977324,11,4,3,4,3,"1,0",0,"10,0"
366,1,1991,32,Married,3, ManUfActurINg DiRectoR ,,No,8,Full Time,0,,,2,1,2,"3,0",6,3,Medical,4,"67250,00$",,693.8492063492063,12,3,3,1,3,"4,0",1,"8,0"
367,0,1987,36,Married,3, SALes EXECuTiVe ,,Yes,16,Full Time,0,travel_rarely,,3,1,6,,3,7,Life Sciences,1,"103250,00$","8604,17$",1065.2777777777778,11,3,2,4,1,"3,0",1,
368,0,1978,45,,-47, lABORaTory tecHNiCiAN ,,No,9,Part Time,1,non-travel,,2,0,5,"3,0",0,8,,2,"44470,00$",,458.8174603174604,12,47,3,2,2,"2,0",1,
369,0,1984,39,Single,2, saLEs exEcUTIVe ,,No,8,Part Time,0,travel_rarely,No,3,0,3,"3,0",0,7,,5,"100071,84$",,1032.4872861766066,18,1,4,3,4,"3,0",0,"9,0"
370,0,1987,36,Divorced,8, SaLes EXeCuTiVE ,,No,7,Part Time,Yes,non-travel,No,2,2,3,,0,7,Technical Degree,4,"53914,11$","4492,84$",556.2566609977324,13,1,3,4,4,"3,0",4,"12,0"
371,0,1977,46,,7, ManuFActurIng dIrEctOr ,,No,8,Full Time,0,,,3,1,3,"3,0",0,7,Medical,2,"108450,00$","9037,50$",1118.928571428571,13,4,3,3,2,"3,0",6,
372,1,1969,54,,17, MaNUfaCtUrInG diRectOr ,,No,10,Part Time,True,travel_rarely,,3,1,2,,0,8,Technical Degree,3,"100071,84$","8339,32$",1032.4872861766066,11,3,3,3,3,"3,0",8,"22,0"
373,1,1993,30,,8, REseARCH DIrECTOr ,,No,8,Part Time,True,travel_rarely,Yes,3,3,4,"3,0",1,7,,2,"100071,84$","8339,32$",1032.4872861766066,12,2,4,1,3,"2,0",0,
374,0,1997,26,Married,2, MaNUFActURinG DIreCtoR ,,No,8,Full Time,0,,,2,0,2,"3,0",1,3,Medical,2,"54720,00$",,564.5714285714286,12,4,4,4,2,"3,0",1,
375,0,1968,55,Married,18, HeAltHCarE rEpREsENtAtIVe ,,No,8,Full Time,1,travel_frequently,,2,2,3,"3,0",6,7,Medical,4,"63850,00$","5320,83$",658.7698412698413,14,3,3,2,4,"3,0",3,
376,1,1973,50,Married,1, salEs eXECuTivE , Sales ,No,18,Full Time,True,non-travel,,2,1,3,"3,0",0,13,Life Sciences,3,"63470,00$",,654.8492063492064,12,4,3,3,1,"3,0",0,
377,1,1991,32,Single,29, laBoratORy TeCHNicIan ,,No,8,Part Time,1,non-travel,No,1,0,2,"3,0",7,7,,4,"28111,13$",,290.03550973654063,12,4,3,3,2,"3,0",9,"10,0"
378,1,1970,53,,2, saLEs eXEcutivE ,,No,15,Part Time,1,travel_frequently,,3,1,2,"3,0",6,12,Marketing,3,"75250,00$",,776.3888888888888,12,3,2,2,1,,2,"30,0"
379,0,1983,40,Married,26, SAles ExECutiVE ,,No,7,Part Time,0,travel_rarely,,2,1,3,"3,0",7,5,,3,"53914,11$","4492,84$",556.2566609977324,14,3,3,1,2,"2,0",1,"8,0"
380,0,1968,55,Single,2, maNAGER ,,No,9,,True,,No,4,0,3,"3,0",6,2,,1,,"12783,92$",1582.7713464696226,15,3,2,1,2,"4,0",7,
381,0,1995,28,Single,24, HeaLthcarE rEPrESeNtATIVE ,,Yes,10,Part Time,False,non-travel,No,3,0,2,"3,0",1,9,,2,"100071,84$","8339,32$",1032.4872861766066,12,2,2,1,1,"2,0",1,"10,0"
382,1,1995,28,Single,10, ReSeArCH ScIEntIsT ,,No,8,,Yes,travel_rarely,No,2,0,4,"3,0",1,7,Other,3,,"3050,00$",377.6190476190477,13,3,3,3,4,"4,0",3,
383,0,1988,35,,4, SAlEs EXECUTIVE ,,Yes,8,Part Time,Yes,,,3,0,2,"4,0",4,7,Technical Degree,3,"100071,84$",,1032.4872861766066,22,4,3,1,1,"3,0",0,"9,0"
384,1,1990,33,Single,-36, ReseaRch scIenTisT , Research & Development ,Yes,13,Part Time,1,travel_frequently,No,2,0,4,"4,0",3,8,Medical,4,"53914,11$","4492,84$",556.2566609977324,22,36,2,3,2,"3,0",1,"14,0"
385,0,1998,25,Married,4, LaBoraTORY teCHNiCIaN , Research & Development ,Yes,7,Part Time,Yes,,,1,1,3,,5,6,Technical Degree,1,"28111,13$",,290.03550973654063,15,4,3,4,2,"4,0",1,"7,0"
386,0,1985,38,,10, sALEs ExeCuTive , Sales ,No,8,Part Time,True,,Yes,3,2,2,"3,0",2,7,,4,"87400,00$","7283,33$",901.7460317460316,14,3,2,3,2,,0,"9,0"
387,1,1995,28,,-12, manUFactURiNG dIReCtoR ,,No,9,Part Time,True,,,3,3,3,"3,0",1,7,,3,"100071,84$",,1032.4872861766066,17,12,3,2,2,"2,0",0,
388,1,1980,43,Married,27, maNufactUrinG dIREctOr ,,No,8,Part Time,False,travel_frequently,No,3,1,1,"3,0",0,1,Life Sciences,3,"100071,84$",,1032.4872861766066,11,3,3,1,3,"3,0",8,"18,0"
389,0,1984,39,,2, heALtHCARE rePResENtAtivE , Research & Development ,Yes,18,Full Time,0,travel_frequently,No,4,3,4,"3,0",11,5,Life Sciences,3,"153407,07$","12783,92$",1582.7713464696226,11,1,3,4,4,"3,0",7,"21,0"
390,0,1983,40,,14, rEsearch diRecTOR ,,No,20,Full Time,Yes,travel_rarely,No,5,0,2,,4,9,,3,"191324,62$",,1973.9841269841268,14,3,2,3,1,,1,
391,0,1994,29,Married,8, maNUfaCTUrinG DIReCtOR ,,No,10,,Yes,travel_rarely,,2,1,2,"3,0",1,2,Medical,1,,"4492,84$",556.2566609977324,15,2,2,4,3,"2,0",1,"10,0"
392,1,1983,40,,-32, ResEaRCH dIReCtor ,,No,18,Full Time,0,,No,3,0,3,"3,0",2,13,,4,"134990,00$","11249,17$",1392.7539682539682,17,2,3,3,3,"2,0",9,"20,0"
393,0,1997,26,,3, lABORATorY TEchNIciAN ,,No,8,Part Time,True,travel_rarely,,1,1,2,"4,0",0,7,,4,"28111,13$","2342,59$",290.03550973654063,22,1,4,4,2,"3,0",1,"8,0"
394,0,1988,35,Divorced,2, mAnuFAcTuRinG direCToR ,,No,7,,Yes,travel_rarely,No,3,1,2,"3,0",6,4,,3,,"8339,32$",1032.4872861766066,18,3,2,2,2,"4,0",2,"15,0"
395,1,1970,53,Divorced,7, ManAgEr , Research & Development ,No,7,Full Time,0,,No,5,1,6,"3,0",4,7,Medical,2,"191324,62$","15943,72$",1973.9841269841268,18,4,3,3,2,"3,0",3,"26,0"
396,0,1988,35,,17, SALes ExeCUTIvE ,,No,7,Part Time,1,,,2,3,2,"3,0",1,7,Life Sciences,4,"53914,11$",,556.2566609977324,15,3,3,1,4,"3,0",3,"15,0"
397,1,1990,33,,25, sAles exeCutive ,,No,10,Part Time,1,,No,2,1,3,"3,0",0,1,Medical,3,"53914,11$","4492,84$",556.2566609977324,12,2,3,3,1,"2,0",1,
398,0,1987,36,Divorced,6, laboRAtORy TecHnICiAN , Research & Development ,No,7,Part Time,1,,No,1,1,4,"3,0",1,7,Life Sciences,4,"28111,13$",,290.03550973654063,14,3,1,3,3,"3,0",1,
399,0,1993,30,Divorced,7, lAbORATorY tECHnICIaN ,,No,10,Part Time,True,travel_rarely,,2,3,4,,8,9,Life Sciences,4,"34910,00$","2909,17$",360.1825396825397,13,3,3,3,1,"2,0",1,
400,0,1963,60,Divorced,-29, SalEs ExeCutIVe ,,No,11,,True,,,2,1,3,"3,0",1,9,,4,,"4350,00$",538.5714285714286,18,29,4,4,2,"3,0",0,"12,0"
401,1,1991,32,Single,2, resEArch scIENTisT ,,No,8,Part Time,0,,Yes,2,0,2,"3,0",0,7,Life Sciences,2,"53914,11$",,556.2566609977324,14,4,3,3,4,"3,0",4,"10,0"
402,1,1987,36,Divorced,1, mANUFaCTuRing DirECtOR ,,No,7,Full Time,Yes,,Yes,3,1,2,"4,0",7,7,Technical Degree,3,"102520,00$","8543,33$",1057.7460317460318,21,3,1,1,3,"3,0",2,"17,0"
403,0,1996,27,,14, rEseARcH sciENTIST ,,No,9,,Yes,travel_rarely,,1,2,3,"3,0",6,8,,3,,"2342,59$",290.03550973654063,14,1,3,1,4,"2,0",1,
404,0,1980,43,,3, ReSeARCH diRECtoR , Research & Development ,No,8,Full Time,Yes,,No,5,1,2,"3,0",0,7,Life Sciences,3,"197400,00$","16450,00$",2036.6666666666667,14,3,1,4,2,"3,0",3,
405,1,1994,29,Divorced,1, ReSeArCh dirECTOR ,,No,7,Full Time,True,travel_rarely,No,4,2,2,"3,0",1,7,,3,"153407,07$",,1582.7713464696226,14,4,2,4,2,"2,0",3,"9,0"
406,0,1964,59,Single,-24, MANufactUring Director ,,No,9,Part Time,False,,No,3,0,6,"3,0",5,4,,4,"100071,84$","8339,32$",1032.4872861766066,12,24,3,4,4,"2,0",6,
407,1,1980,43,Single,4, salES ExECUTIVE ,,No,21,Part Time,Yes,travel_rarely,No,3,0,3,"3,0",15,17,Marketing,4,"100071,84$","8339,32$",1032.4872861766066,14,4,2,4,4,"4,0",3,"23,0"
408,1,1979,44,Married,15, hEALtHcARE rePrESeNtATIve ,,Yes,10,Part Time,Yes,travel_rarely,,3,1,2,"3,0",0,5,Medical,3,"100071,84$","8339,32$",1032.4872861766066,11,1,3,4,4,"3,0",1,
409,1,1994,29,Divorced,7, LAborAtOry TEchniCIAn , Research & Development ,Yes,7,,1,,Yes,1,2,2,"3,0",7,7,Technical Degree,3,,"2342,59$",290.03550973654063,13,2,3,3,1,"3,0",3,"10,0"
410,0,1991,32,Married,8, SalEs eXecUTive ,,No,10,Full Time,False,travel_rarely,,2,2,4,"3,0",0,8,,3,"62090,00$","5174,17$",640.6111111111111,15,3,4,4,3,"4,0",1,
411,1,1987,36,Married,10, HEalthCare REPresenTaTIve ,,No,7,Part Time,True,travel_rarely,No,3,0,0,"3,0",1,7,Technical Degree,4,"70940,00$",,731.9206349206349,12,4,3,3,1,"3,0",3,
412,0,1971,fifty-two,Single,5, SaLeS eXECutiVE , Sales ,Yes,8,Part Time,Yes,,Yes,3,0,2,"3,0",7,7,,3,"100071,84$","8339,32$",1032.4872861766066,19,2,3,2,3,"2,0",9,
413,0,1984,39,Single,-33, mAnuFAcTuRiNG diRECtOR ,,No,8,,True,travel_rarely,,2,0,6,"3,0",1,7,,2,"45340,00$","3778,33$",467.7936507936508,11,1,3,3,1,,0,
414,0,1989,34,,9, HeAlthcarE rEPreSentATive ,,No,9,Part Time,True,,,3,1,0,,1,6,,3,"85000,00$","7083,33$",876.984126984127,11,4,3,4,4,"2,0",0,"10,0"
415,1,1985,38,,2, SALEs eXEcUtive ,,No,7,,True,,,2,1,3,"3,0",1,7,Life Sciences,2,"53914,11$",,556.2566609977324,15,2,3,1,4,"3,0",3,"11,0"
416,1,1987,36,Marreid,-12, SalEs eXECuTive , Sales ,No,15,Part Time,1,travel_frequently,No,2,1,2,"3,0",6,13,Marketing,3,"46390,00$","3865,83$",478.62698412698415,16,12,4,1,4,"2,0",2,
417,1,1988,35,,1, labORATORY TecHnICian ,,No,9,Part Time,0,,No,2,1,0,"3,0",0,0,,3,"53630,00$","4469,17$",553.3253968253969,12,4,2,4,2,"3,0",0,"10,0"
418,0,1968,55,,13, sAleS EXecUtiVE ,,Yes,19,Full Time,True,,,4,0,2,"3,0",3,8,,4,"153407,07$","12783,92$",1582.7713464696226,17,1,4,3,3,"2,0",6,
419,0,1989,34,,29, lAborAtory TeChNiCIAN ,,No,8,Part Time,0,,,2,2,1,"3,0",7,7,,3,"53914,11$","4492,84$",556.2566609977324,13,2,3,3,1,"3,0",4,"10,0"
420,1,1980,43,Single,6, rEsEArCH SCiENtIsT ,,No,20,Part Time,False,,Yes,2,0,3,"3,0",1,8,Medical,3,"40810,00$","3400,83$",421.0555555555556,14,1,2,3,1,"1,0",1,"20,0"
421,1,1981,42,Married,10, MANAGER ,,No,20,Full Time,False,travel_rarely,,4,1,5,"3,0",0,9,Human Resources,3,"153407,07$","12783,92$",1582.7713464696226,14,3,3,1,3,"3,0",0,"21,0"
422,0,1997,26,Single,7, LaboratOry tEchNicIaN ,,No,7,Full Time,True,travel_rarely,No,1,0,2,"3,0",0,7,,3,"35780,00$",,369.1587301587302,12,3,4,1,4,"3,0",0,"8,0"
423,1,1994,29,Single,14, heaLtHCaRe REpResENtaTive ,,Yes,8,Part Time,1,,Yes,3,0,1,"3,0",7,7,Other,1,"100071,84$","8339,32$",1032.4872861766066,12,3,3,4,1,"3,0",0,
424,1,1969,54,,1, rESeaRCH DIReCToR , Research & Development ,No,20,Full Time,0,,,4,0,3,"3,0",12,7,,3,"173280,00$",,1787.809523809524,19,4,3,4,4,"2,0",6,"29,0"
425,0,1968,55,Divorced,1, reseaRCh dirEcTOr ,,No,7,Full Time,True,,No,4,2,4,"3,0",0,0,,4,"153407,07$","12783,92$",1582.7713464696226,13,2,4,4,4,"4,0",2,"31,0"
426,0,1983,40,,9, lABORAtoRy TecHNiCIan ,,No,8,Part Time,Yes,non-travel,No,2,2,2,"3,0",0,7,Other,4,"53914,11$","4492,84$",556.2566609977324,11,3,3,3,3,,3,"11,0"
427,0,1992,thirty-one,Divorced,8, Sales eXEcUTive ,,No,13,Full Time,True,,,3,1,5,,9,9,,2,"107930,00$","8994,17$",1113.563492063492,18,1,3,4,1,"3,0",1,"13,0"
428,0,1977,46,Divorced,9, SaLeS EXecUtiVe ,,Yes,7,,Yes,,No,3,1,1,"3,0",4,3,Marketing,3,,"8339,32$",1032.4872861766066,11,1,3,4,1,"4,0",4,"28,0"
429,0,1978,45,,20, healtHCARe RePresenTATiVE ,,No,7,Full Time,False,travel_rarely,Yes,3,1,2,"3,0",0,7,Medical,3,"108510,00$","9042,50$",1119.547619047619,18,2,1,1,2,"3,0",2,
430,0,1974,49,Divorced,7, hEAltHcArE RepreSeNTATivE ,,No,8,Full Time,0,travel_rarely,,3,2,3,"3,0",0,7,Life Sciences,4,"104660,00$",,1079.8253968253969,14,3,3,2,2,"3,0",3,"29,0"
431,0,1994,29,,19, SAlES eXeCuTIve ,,No,10,Part Time,1,travel_rarely,,2,2,3,"3,0",0,4,,3,"53914,11$","4492,84$",556.2566609977324,14,3,2,3,3,"3,0",1,"10,0"
432,0,1994,29,Single,1, RESEarcH SCiENTiSt ,,Yes,9,Part Time,1,,No,1,0,2,"3,0",0,7,Technical Degree,4,"23620,00$",,243.6984126984127,13,1,2,1,3,"1,0",6,
433,1,1994,29,,8, HealtHcaRe REpReSENTatIve ,,No,7,Part Time,1,,No,2,1,3,"3,0",0,7,Other,1,"53914,11$",,556.2566609977324,13,3,1,1,3,"3,0",3,"9,0"
434,0,1983,40,Single,6, mANAGeR , Human Resources ,No,21,Full Time,1,travel_rarely,Yes,4,0,2,"4,0",7,7,,2,"153407,07$","12783,92$",1582.7713464696226,21,3,3,4,4,"3,0",1,"21,0"
435,1,1975,48,Divorced,16, saLeS exECUtive , Sales ,No,8,Full Time,1,,No,2,1,2,"3,0",7,7,Life Sciences,4,"64390,00$",,664.3412698412699,14,3,3,3,3,,8,"18,0"
436,1,1970,53,Married,2, maNUFaCTuRINg DiRECTOr ,,Yes,33,Part Time,Yes,,,3,1,4,"3,0",1,9,,5,"100071,84$",,1032.4872861766066,16,3,2,4,2,"3,0",0,
437,1,1979,44,,7, REsearcH DiREcToR ,,No,22,,0,,Yes,5,1,4,,1,10,Medical,3,"191324,62$",,1973.9841269841268,14,2,3,4,4,"2,0",0,
438,1,1978,45,,5, laBORATOrY TEchNICian ,,No,10,Full Time,False,,,2,0,3,"3,0",1,4,,5,"57690,00$",,595.2142857142857,14,3,1,1,1,"3,0",1,"10,0"
439,0,1978,45,,26, saLES ExeCutive ,,No,10,,0,non-travel,,2,1,2,,4,5,Marketing,3,,"3654,17$",452.4206349206349,15,1,2,1,1,,1,"10,0"
440,0,1989,34,,10, ManuFacTuRiNg DIrEcTOr ,,No,9,Part Time,1,travel_frequently,,2,1,3,"3,0",7,2,,4,"53914,11$","4492,84$",556.2566609977324,13,3,4,4,1,,1,"9,0"
441,0,1984,39,,10, maNuFAcTURInG DIReCtoR , Research & Development ,No,7,,0,,,2,3,3,"3,0",7,7,Medical,5,,"4492,84$",556.2566609977324,13,2,3,1,4,"3,0",2,
442,0,1996,27,Divorced,-36, LABORaTorY TEChNIcIAN , Research & Development ,No,7,Full Time,Yes,,No,1,2,3,"3,0",0,7,,3,"40660,00$","3388,33$",419.50793650793656,11,36,2,1,1,"3,0",1,"7,0"
443,1,1978,45,Divorced,2, mANufacTuRiNG diReCTOr ,,No,10,,1,travel_rarely,,2,2,3,"3,0",3,9,,2,,"4492,84$",556.2566609977324,19,4,2,4,1,"3,0",1,"10,0"
444,0,1979,44,Married,1, HUmAn resOuRceS ,,No,10,,True,,Yes,2,0,3,"3,0",0,2,,5,,"4492,84$",556.2566609977324,11,1,3,4,3,"3,0",4,"14,0"
445,0,1998,25,Divorced,2, MaNuFACtuRInG dirECTOR ,,No,7,Part Time,False,,,2,2,6,"3,0",0,7,Life Sciences,1,"52060,00$","4338,33$",537.1269841269842,17,4,4,3,3,"3,0",1,"7,0"
446,0,1974,49,Single,1, MANAgEr ,,No,8,Full Time,True,,,4,0,2,"3,0",0,0,,3,"153407,07$","12783,92$",1582.7713464696226,14,3,3,3,1,"3,0",4,"23,0"
447,1,1975,48,,7, SaLeS rEPRESENTATive ,,Yes,9,,0,travel_frequently,,1,2,3,,7,7,,2,,"2212,50$",273.92857142857144,11,4,3,3,3,"3,0",2,"19,0"
448,0,1997,26,,7, lAboRAtORy TecHnIcIaN ,,No,7,Part Time,1,,No,1,0,5,"4,0",5,7,Medical,3,"25700,00$","2141,67$",265.1587301587302,20,4,3,4,3,"3,0",1,"7,0"
449,1,1979,44,,2, hEALThCare RepreseNtATIVE ,,No,8,Part Time,1,travel_rarely,,3,1,2,,6,7,Life Sciences,3,"100071,84$","8339,32$",1032.4872861766066,19,3,4,4,2,"3,0",1,
450,1,1987,36,Single,2, SAles REpReSENtaTiVE ,,No,13,Part Time,Yes,,,2,0,2,,6,7,,4,"45020,00$","3751,67$",464.4920634920635,15,3,3,4,3,"2,0",3,"17,0"
451,0,1977,46,Single,13, hEalTHcARe RePrEseNTATive , Research & Development ,No,10,Part Time,True,,No,2,0,3,"3,0",0,9,,4,"53914,11$","4492,84$",556.2566609977324,14,3,3,2,4,"3,0",6,"19,0"
452,0,1988,35,Married,27, MaNUFaCtuRiNG DirEctOr ,,No,7,Part Time,Yes,,,2,1,3,"3,0",0,7,Life Sciences,4,"53914,11$","4492,84$",556.2566609977324,16,4,3,3,2,"3,0",2,"17,0"
453,1,1993,30,,2, REsEArCh scientiST ,,No,9,,False,travel_frequently,,1,0,2,"3,0",0,7,,4,"49680,00$","4140,00$",512.5714285714286,16,4,2,1,4,,0,"10,0"
454,0,1993,30,,15, sALeS eXeCuTivE ,,No,7,Part Time,1,,No,3,1,2,"3,0",1,7,Marketing,2,"100071,84$","8339,32$",1032.4872861766066,11,3,2,1,1,"3,0",2,
455,1,1990,33,,2, sALEs EXEcUtIvE ,,No,11,Part Time,True,non-travel,No,2,0,2,"3,0",1,7,Marketing,3,"51470,00$","4289,17$",531.0396825396825,15,4,3,2,4,"2,0",8,"13,0"
456,0,1991,32,Single,5, REsEarCH SciENtIST ,,No,7,Part Time,1,,No,1,0,3,"3,0",0,7,,4,"27180,00$","2265,00$",280.42857142857144,14,2,3,2,2,"3,0",2,"12,0"
457,0,1980,43,,2, HuMAN reSourcEs ,,No,9,,False,travel_rarely,No,1,0,5,"3,0",1,8,Life Sciences,3,,"2949,17$",365.1349206349206,13,2,3,4,2,"3,0",0,
458,1,1992,31,,29, SALeS ExECUtIVE ,,No,12,Full Time,1,travel_rarely,,2,2,3,"3,0",5,7,Marketing,4,"54680,00$","4556,67$",564.1587301587302,14,1,2,4,1,"3,0",1,
459,0,1988,35,,27, SaLEs EXEcuTIVe ,,Yes,10,,False,,,2,0,2,"3,0",7,7,,3,,"4844,17$",599.7539682539682,18,3,3,4,4,"3,0",1,
460,0,1988,35,Divorced,2, mANuFActuring DireCtOR , Research & Development ,No,7,,0,non-travel,No,2,1,6,"3,0",1,7,Medical,2,"53914,11$","4492,84$",556.2566609977324,14,2,3,4,3,"3,0",2,"15,0"
461,1,1993,30,Single,10, MANufaCturiNg dIrECtOr ,,No,7,Part Time,False,,No,3,0,3,"3,0",0,2,Medical,3,"96670,00$","8055,83$",997.3888888888888,14,1,3,3,2,"3,0",9,"9,0"
462,1,1977,46,Married,-19, heALThcare RePreSeNtatIve ,,Yes,9,,0,travel_rarely,No,2,1,2,"4,0",3,7,Medical,2,,"4492,84$",556.2566609977324,22,4,3,2,4,"4,0",4,"13,0"
463,1,1978,45,Married,2, sAlEs EXeCUTive ,,No,8,Part Time,False,non-travel,,2,2,3,"4,0",5,7,,4,"51540,00$",,531.7619047619048,22,3,3,3,2,"4,0",4,"10,0"
464,0,1980,43,Married,2, SALEs eXecuTIVE ,,No,7,Full Time,0,travel_frequently,,2,1,5,"4,0",7,7,Life Sciences,4,"56750,00$","4729,17$",585.515873015873,20,1,3,4,3,"3,0",1,"7,0"
465,1,1977,46,,10, saLES exeCuTIVe ,,Yes,8,Part Time,1,,,3,3,2,"4,0",0,7,Life Sciences,3,"73140,00$","6095,00$",754.6190476190477,21,3,3,2,3,"3,0",5,"14,0"
466,0,1983,40,,1, MaNagEr , Research & Development ,No,19,,True,travel_rarely,,4,1,3,"3,0",11,16,,4,,"12783,92$",1582.7713464696226,11,1,3,1,1,,2,"22,0"
467,1,1996,27,Single,2, SaLeS exeCuTIVe , Sales ,No,8,Part Time,False,travel_rarely,No,2,0,5,"3,0",0,7,,2,"53914,11$","4492,84$",556.2566609977324,14,1,4,3,2,"2,0",0,"9,0"
468,0,1981,42,Married,6, rESEARCh diReCtoR ,,No,13,,1,,No,3,1,3,"3,0",5,7,Medical,3,,"8339,32$",1032.4872861766066,13,3,3,1,2,"4,0",9,"18,0"
469,0,1997,26,Married,6, LaBorAtoRY tEchNIciaN ,,No,7,Part Time,True,travel_frequently,No,1,1,3,"3,0",7,7,Other,3,"28111,13$","2342,59$",290.03550973654063,18,3,4,4,1,"3,0",0,"8,0"
470,0,1995,28,Married,1, SaLeS ExECutiVe ,,No,7,Part Time,True,travel_frequently,,2,1,2,"3,0",0,7,Life Sciences,2,"53914,11$",,556.2566609977324,12,3,2,4,3,"3,0",1,"7,0"
471,0,1976,47,Married,14, ResEaRCh ScIENTiST ,,No,8,Part Time,0,,,2,1,4,"3,0",1,7,,4,"53914,11$","4492,84$",556.2566609977324,18,3,3,2,3,"4,0",8,
472,0,1989,34,Divorced,13, SalES ExecutivE ,,No,8,Part Time,1,travel_rarely,No,3,1,2,"3,0",1,1,Medical,4,"100071,84$","8339,32$",1032.4872861766066,18,4,3,3,3,"2,0",1,"9,0"
473,0,1997,26,Single,1, lAboRaTory tECHNIciAN , Research & Development ,No,7,Part Time,1,,No,1,0,6,"3,0",7,6,Medical,3,"28111,13$","2342,59$",290.03550973654063,13,3,3,1,4,,0,"8,0"
474,0,1996,27,,9, Sales eXeCUtIVE ,,No,7,Part Time,0,travel_rarely,,2,0,5,"3,0",0,7,,3,"53914,11$",,556.2566609977324,14,4,3,4,1,,1,
475,0,1992,31,,26, saLes eXECUTIVe , Sales ,Yes,10,Part Time,Yes,travel_frequently,Yes,2,0,4,"3,0",0,8,Marketing,4,"53914,11$","4492,84$",556.2566609977324,11,1,3,4,3,"3,0",1,"10,0"
476,0,1990,33,Divorced,7, hEALTHcaRe rePrESentATIve ,,No,9,,Yes,travel_frequently,,2,3,2,,2,8,Life Sciences,2,,"4492,84$",556.2566609977324,20,4,3,3,3,"3,0",1,"9,0"
477,1,1992,31,Married,10, resEarch diReCtor ,,No,11,Part Time,1,,No,3,1,2,"4,0",4,8,,3,"100071,84$","8339,32$",1032.4872861766066,20,3,3,3,3,"4,0",4,"13,0"
478,0,1988,35,,9, REseaRCH SCIENTIsT ,,No,10,Part Time,1,,No,2,0,5,"3,0",0,8,Medical,4,"50980,00$",,525.984126984127,19,2,3,3,2,"3,0",1,"10,0"
479,1,1990,33,Married,15, hEalthcarE ReprESeNTatiVe ,,No,9,Part Time,Yes,travel_rarely,Yes,2,1,6,,8,1,,2,"53914,11$","4492,84$",556.2566609977324,13,2,3,4,1,"3,0",0,
480,0,1984,39,Single,24, resEaRcH SCieNTiST ,,No,7,,False,travel_rarely,No,2,0,2,,1,7,Life Sciences,1,,"4492,84$",556.2566609977324,13,1,3,4,1,"3,0",7,
481,1,1987,36,Marreid,-46, salEs ExECutIvE ,,No,9,Part Time,Yes,travel_rarely,No,3,2,2,"3,0",3,4,,3,"100071,84$",,1032.4872861766066,19,46,2,4,3,"3,0",0,"10,0"
482,1,1982,41,Married,28, maNUfaCtuRINg dIReCTor ,,No,20,Full Time,Yes,travel_rarely,No,4,1,3,,0,10,Life Sciences,4,"135700,00$","11308,33$",1400.079365079365,23,1,2,2,3,"3,0",0,"21,0"
483,1,1989,34,Married,28, saLes EXEcuTiVe , Sales ,No,8,Full Time,False,,No,2,2,2,"4,0",1,7,Marketing,3,"67120,00$",,692.5079365079365,21,4,2,3,4,"3,0",1,"8,0"
484,1,1985,38,Married,10, SaLes exECutiVe ,,No,10,,1,travel_rarely,No,2,1,1,"3,0",1,9,,2,,"4492,84$",556.2566609977324,11,1,3,4,3,"3,0",1,"10,0"
485,0,1984,39,,6, hEALthcarE REPrESEnTATIve ,,No,7,Part Time,1,travel_rarely,,3,1,5,"3,0",1,7,,1,"99910,00$","8325,83$",1030.8174603174605,15,4,2,1,1,"3,0",4,
486,1,1989,34,Single,7, reSeArch dIRectoR ,,No,12,Part Time,0,travel_rarely,No,3,0,4,,2,11,,4,"100071,84$",,1032.4872861766066,11,1,3,2,3,"3,0",0,
487,1,1979,44,Married,7, HeAlthCArE RePReSeNtaTIVe ,,No,22,Full Time,True,travel_rarely,,3,1,4,,5,17,Medical,4,"102480,00$","8540,00$",1057.3333333333337,14,1,2,4,4,"3,0",3,"24,0"
